Time [MM:SS];Image file name;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
2021_06_11-14-48-52-401;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-52-401.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-53-400;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-53-400.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-54-401;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-54-401.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-55-400;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-55-400.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-56-401;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-56-401.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-57-400;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-57-400.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-58-400;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-58-400.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
2021_06_11-14-48-59-401;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/2021_06_11-14-48-59-401.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Calibration_9/Images/.PNG
